EmployeId,Age,Gender,MaritalStatus,Turnover,Travelling,Vertical,Qualifications,EducationField,EmployeSatisfaction,JobEngagement,JobLevel,JobSatisfaction,Role,DailyBilling,HourBilling,MonthlyBilling,MonthlyRate,Work Experience,OverTime,PercentSalaryHike,Last Rating,RelationshipSatisfaction,Hours,StockOptionLevel,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
1250,29,F,Single,Yes,Mostly,Research & Development,3,Technical Degree,1,2,1,1,Laboratory Technician,262,98,2538,6051,5,Yes,15,3,2,80,0,3,2,6,2,0,2,15
29,41,M,Divorced,No,Sometimes,Research & Development,3,Medical,4,3,1,2,Research Scientist,530,81,2903,26208,4,No,19,3,1,80,1,5,3,4,0,0,2,2
572,52,M,Married,Yes,Mostly,Research & Development,2,Medical,4,3,2,1,Laboratory Technician,265,77,5347,24474,3,No,21,4,3,80,2,5,3,10,7,0,10,2
801,37,F,Married,No,Sometimes,Research & Development,3,Medical,2,4,1,4,Research Scientist,1176,63,2728,6830,1,Yes,17,3,3,80,1,3,3,3,2,0,3,6
181,40,M,Married,No,Sometimes,Research & Development,1,Life Sciences,2,3,2,1,Healthcare Representative,1267,74,6041,15305,0,No,13,3,3,80,1,3,3,16,15,5,7,8
1546,34,M,Married,No,Mostly,Sales,1,Life Sciences,3,3,2,2,Sales Executive,109,44,6067,13915,1,No,15,3,4,80,1,3,3,20,8,2,7,20
648,42,M,Married,No,Sometimes,Sales,4,Technical Degree,4,4,3,3,Sales Executive,702,93,9401,15012,1,Yes,12,3,2,80,1,3,3,5,0,1,2,2
662,38,M,Single,No,Sometimes,Research & Development,3,Medical,4,3,1,3,Laboratory Technician,1462,91,2265,10856,0,No,16,3,4,80,0,3,3,4,2,1,2,1
859,28,M,Married,No,Mostly,Sales,1,Life Sciences,3,2,2,2,Sales Executive,223,69,8667,4550,0,No,17,3,1,80,3,3,3,8,7,1,7,2
523,32,F,Married,No,Sometimes,Sales,3,Life Sciences,4,3,1,4,Sales Representative,1025,85,2396,4887,0,Yes,18,3,2,80,1,3,3,3,3,0,2,1
1226,24,M,Married,Yes,Mostly,Research & Development,1,Life Sciences,3,1,1,4,Laboratory Technician,627,54,2310,15932,0,No,17,3,2,80,0,6,3,1,0,0,0,2
1076,31,F,Single,No,Sometimes,Sales,4,Life Sciences,2,2,2,3,Sales Executive,715,52,6993,14825,0,No,14,3,2,80,0,4,2,9,7,0,9,10
1297,32,M,Married,No,Sometimes,Research & Development,2,Technical Degree,2,4,2,1,Manufacturing Director,334,83,4848,13475,1,No,22,4,2,80,1,2,3,15,11,3,17,27
659,30,M,Married,No,No,Research & Development,4,Other,4,2,2,4,Healthcare Representative,1383,88,6455,13053,7,Yes,11,3,1,80,0,2,3,2,2,0,2,2
71,29,F,Married,No,Mostly,Sales,1,Other,3,2,2,4,Sales Executive,1253,92,5517,16540,1,Yes,23,4,1,80,1,2,3,6,3,3,4,22
1934,34,M,Married,No,Sometimes,Research & Development,2,Life Sciences,1,1,1,1,Research Scientist,847,37,2101,16458,1,No,13,3,4,80,1,2,3,3,5,1,2,21
1142,35,F,Married,No,Sometimes,Sales,5,Marketing,1,2,2,3,Sales Executive,1165,69,6871,12577,3,No,19,3,2,80,0,3,2,6,7,0,2,1
508,28,M,Divorced,No,Sometimes,Research & Development,3,Life Sciences,4,3,1,2,Research Scientist,1269,92,2979,10430,1,Yes,13,3,3,80,2,2,4,1,0,0,0,2
721,32,M,Married,No,Sometimes,Research & Development,4,Life Sciences,1,3,2,4,Laboratory Technician,819,36,6415,25871,3,No,20,4,2,80,1,2,3,3,0,1,2,17
1334,50,M,Divorced,No,Sometimes,Research & Development,1,Medical,3,3,4,3,Manager,833,65,19845,11741,1,No,22,4,2,80,1,3,2,29,16,11,4,10
449,30,M,Divorced,No,Sometimes,Research & Development,3,Medical,3,3,1,2,Research Scientist,842,60,2876,5880,1,No,15,3,3,80,2,3,3,6,5,0,5,3
640,39,F,Married,No,Sometimes,Sales,3,Life Sciences,4,3,2,4,Sales Executive,1495,52,4171,16527,2,No,14,3,3,80,0,6,2,6,2,1,4,7
214,27,M,Married,Yes,Mostly,Research & Development,3,Medical,4,1,1,1,Laboratory Technician,1141,42,2094,10509,0,Yes,11,3,4,80,0,5,3,5,0,0,2,16
908,29,F,Single,No,Mostly,Research & Development,3,Technical Degree,4,2,1,3,Laboratory Technician,554,80,2812,18482,0,Yes,12,3,1,80,0,2,3,0,0,0,0,2
1762,41,M,Divorced,Yes,Sometimes,Research & Development,4,Life Sciences,1,3,1,2,Laboratory Technician,850,78,1118,11893,1,No,18,3,2,80,1,3,3,3,3,2,2,1
539,54,M,Married,No,Sometimes,Research & Development,2,Medical,3,3,4,3,Manufacturing Director,717,39,19740,10613,2,No,16,3,3,80,0,3,3,8,7,1,0,8
402,58,F,Married,No,Sometimes,Research & Development,5,Medical,4,2,4,2,Research Director,675,57,16205,8578,3,Yes,16,3,2,80,2,2,3,24,14,5,12,2
1824,42,F,Single,No,Sometimes,Research & Development,2,Technical Degree,4,3,1,4,Research Scientist,507,50,3498,20919,6,Yes,12,3,4,80,0,4,2,0,8,7,5,24
552,52,F,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,2,4,Research Scientist,1152,59,6453,5204,0,No,11,3,2,80,0,2,3,10,13,0,7,2
1325,30,M,Married,No,Sometimes,Sales,1,Medical,3,3,1,3,Sales Representative,1402,97,2414,15815,1,No,13,3,1,80,1,3,3,1,0,0,0,2
1241,36,M,Single,Yes,Mostly,Research & Development,2,Life Sciences,3,3,3,4,Manufacturing Director,499,38,6920,17174,2,Yes,11,3,3,80,0,2,4,7,0,0,7,2
1441,39,M,Married,Yes,Sometimes,Research & Development,4,Technical Degree,1,2,1,4,Laboratory Technician,290,31,2119,20488,1,Yes,12,3,2,80,0,2,2,10,7,1,8,8
1002,35,M,Married,No,No,Human Resources,4,Life Sciences,2,3,2,2,Manufacturing Director,362,83,4107,11865,1,Yes,18,3,3,80,1,3,2,10,6,0,8,4
1709,37,F,Married,No,Sometimes,Sales,3,Marketing,2,3,2,1,Sales Executive,1424,35,5481,9021,2,No,18,3,3,80,1,3,2,7,7,5,5,18
2060,35,M,Married,No,Sometimes,Sales,3,Life Sciences,3,1,2,4,Sales Executive,565,78,4895,5680,1,No,23,4,3,80,2,5,3,9,7,1,0,16
1091,35,M,Divorced,No,Sometimes,Sales,3,Medical,3,2,3,3,Sales Executive,1336,75,10546,6145,1,No,14,3,3,80,1,3,3,14,7,6,2,7
1029,30,M,Married,No,No,Sales,5,Life Sciences,4,3,2,4,Sales Executive,240,36,5668,20742,1,Yes,13,3,4,80,3,5,3,10,8,1,9,7
1329,26,M,Divorced,No,Sometimes,Human Resources,2,Medical,1,2,1,1,Human Resources,117,87,4959,3002,1,No,21,4,3,80,1,2,2,7,0,7,7,9
627,23,M,Single,No,Sometimes,Research & Development,3,Life Sciences,1,2,2,4,Healthcare Representative,743,41,4520,26897,3,No,13,3,2,80,0,0,3,2,2,2,2,28
201,57,M,Married,No,Sometimes,Sales,4,Medical,1,3,4,4,Manager,1315,30,17091,19751,7,No,13,3,1,80,3,1,3,23,13,1,13,1
1074,31,M,Single,No,Sometimes,Research & Development,3,Life Sciences,4,4,2,2,Healthcare Representative,1142,89,5160,16357,3,No,18,3,4,80,0,2,3,9,0,2,0,9
1951,28,M,Single,No,Sometimes,Sales,3,Medical,4,3,2,4,Sales Executive,1163,94,8290,15034,1,No,13,3,3,80,0,2,3,0,0,0,0,23
25,57,M,Divorced,No,Sometimes,Sales,4,Life Sciences,3,4,3,3,Sales Executive,188,93,10825,22414,1,No,12,3,2,80,2,3,1,23,2,12,9,8
827,31,M,Married,No,Sometimes,Sales,3,Medical,3,2,2,2,Sales Executive,620,98,1331,9234,1,Yes,12,3,4,80,1,2,3,5,2,0,3,5
1370,35,F,Married,Yes,Sometimes,Research & Development,1,Life Sciences,4,1,3,3,Manufacturing Director,723,60,3491,26053,1,No,12,3,1,80,0,0,2,14,6,1,7,2
644,35,M,Divorced,No,Sometimes,Research & Development,3,Life Sciences,4,3,2,4,Research Director,172,67,6386,21770,1,No,13,3,3,80,2,1,3,10,5,1,7,2
403,26,M,Single,Yes,Sometimes,Sales,4,Technical Degree,1,2,1,1,Sales Representative,448,89,2106,23537,1,No,12,3,3,80,0,3,1,6,3,0,0,23
1072,40,M,Single,Yes,Mostly,Research & Development,4,Life Sciences,2,3,2,3,Laboratory Technician,215,46,8223,7967,5,No,22,4,3,80,0,5,3,8,0,0,6,28
184,45,F,Divorced,No,Sometimes,Research & Development,4,Other,4,2,3,3,Research Director,183,65,16771,23127,2,No,16,3,1,80,1,2,3,11,10,4,10,7
463,59,M,Married,No,Mostly,Research & Development,3,Life Sciences,4,3,3,2,Manager,1479,99,17639,20242,7,No,12,3,4,80,0,3,3,5,2,0,2,5
909,35,F,Divorced,No,No,Research & Development,2,Life Sciences,3,3,2,4,Manufacturing Director,642,45,4595,19391,3,Yes,18,3,1,80,2,3,3,10,7,3,7,3
567,31,F,Divorced,Yes,No,Sales,2,Life Sciences,2,3,2,4,Sales Executive,111,96,4494,11966,1,No,13,3,1,80,1,5,4,8,7,7,7,27
1590,21,F,Single,No,No,Research & Development,2,Medical,4,2,1,3,Laboratory Technician,1006,30,3565,16670,1,No,21,4,2,80,0,4,3,1,0,0,0,22
518,47,F,Married,No,Sometimes,Research & Development,5,Life Sciences,1,4,4,4,Manager,843,66,17142,2137,3,Yes,13,3,1,80,0,3,2,3,2,0,2,2
1269,31,F,Divorced,No,Sometimes,Research & Development,2,Medical,1,3,1,1,Laboratory Technician,1132,80,6126,17719,3,No,11,3,4,80,1,6,4,4,2,3,2,1
240,26,M,Divorced,Yes,Mostly,Sales,2,Human Resources,2,3,2,3,Sales Executive,778,31,5410,25506,1,Yes,15,3,3,80,2,2,4,4,3,3,3,9
291,39,F,Single,No,Mostly,Research & Development,3,Life Sciences,4,2,3,1,Manufacturing Director,519,39,5804,21294,1,Yes,14,3,3,80,0,2,2,10,8,4,10,24
714,31,M,Divorced,Yes,No,Research & Development,4,Life Sciences,2,4,1,3,Laboratory Technician,1216,45,3821,9972,9,Yes,17,3,4,80,1,4,4,9,7,0,7,7
1218,25,M,Married,No,Sometimes,Research & Development,5,Medical,4,1,1,3,Laboratory Technician,949,56,2010,9167,0,No,20,4,4,80,1,5,2,0,9,0,1,1
13,25,F,Divorced,No,No,Research & Development,2,Life Sciences,1,2,1,4,Laboratory Technician,556,63,5648,23035,0,No,11,3,3,80,2,2,3,3,2,1,2,12
428,40,F,Married,No,Sometimes,Sales,3,Marketing,2,3,3,3,Sales Executive,1284,62,10657,19028,2,No,14,3,4,80,1,2,3,33,2,2,2,1
1107,45,F,Single,No,Mostly,Research & Development,3,Medical,3,3,2,4,Research Director,710,52,4745,23181,6,No,13,3,3,80,0,2,3,6,8,0,7,6
1793,29,F,Married,No,Sometimes,Research & Development,4,Medical,1,3,2,1,Healthcare Representative,107,61,4829,12803,0,No,16,3,1,80,0,4,2,6,3,0,1,8
42,36,F,Married,Yes,Sometimes,Research & Development,3,Life Sciences,4,3,1,1,Research Scientist,124,68,2404,2718,1,No,21,4,3,80,1,3,2,15,4,9,3,9
705,31,M,Married,No,Sometimes,Sales,4,Marketing,2,3,2,4,Sales Executive,626,70,6445,21788,9,No,12,3,4,80,0,2,2,6,2,0,4,2
1398,27,M,Divorced,No,No,Sales,4,Marketing,3,2,2,4,Sales Executive,508,52,6266,2125,0,No,15,3,1,80,1,2,4,3,4,0,2,7
952,44,F,Married,No,Sometimes,Research & Development,3,Other,4,2,1,4,Laboratory Technician,212,45,2064,13323,0,No,11,3,3,80,0,3,3,1,0,1,0,2
1611,39,M,Married,No,Mostly,Sales,2,Technical Degree,4,3,3,3,Sales Executive,1259,84,1200,6539,1,No,13,3,3,80,0,2,4,10,17,15,7,8
922,56,F,Married,No,Sometimes,Research & Development,3,Other,3,3,2,3,Laboratory Technician,1296,32,3006,23683,1,Yes,11,3,3,80,0,2,2,10,7,0,9,1
68,55,M,Divorced,No,Sometimes,Research & Development,3,Medical,3,2,5,4,Research Scientist,1012,50,13403,15286,3,Yes,12,3,3,80,1,3,3,5,4,6,3,6
1570,47,M,Divorced,No,Sometimes,Research & Development,3,Medical,2,3,3,4,Manufacturing Director,942,94,3438,7305,3,No,11,3,4,80,2,2,3,2,2,2,2,1
1125,36,F,Married,No,Sometimes,Sales,4,Life Sciences,4,2,3,4,Sales Executive,1345,71,9728,25554,8,Yes,12,3,1,80,2,2,3,1,0,0,0,15
1853,28,M,Divorced,No,Sometimes,Research & Development,1,Life Sciences,4,3,1,4,Laboratory Technician,207,72,3933,24188,1,No,14,3,3,80,1,2,3,10,10,5,8,9
670,31,M,Divorced,No,No,Research & Development,3,Life Sciences,4,4,1,1,Laboratory Technician,183,57,2993,5069,2,No,21,4,3,80,2,3,3,4,1,0,2,10
572,30,M,Married,No,No,Research & Development,1,Medical,3,2,1,2,Laboratory Technician,252,73,3758,15243,6,No,13,3,4,80,1,2,3,12,9,3,2,2
1954,29,M,Single,No,Sometimes,Research & Development,1,Life Sciences,2,3,1,3,Laboratory Technician,158,37,3960,9329,1,No,14,3,2,80,0,3,4,0,0,0,0,5
101,38,F,Married,No,Sometimes,Research & Development,1,Other,4,3,2,3,Laboratory Technician,1083,30,3589,14240,8,Yes,11,3,4,80,1,2,3,4,2,0,1,23
1772,47,M,Married,No,Sometimes,Research & Development,4,Life Sciences,2,4,4,2,Research Director,656,43,14381,24282,1,No,11,3,1,80,2,5,3,20,6,5,17,6
1594,30,M,Single,No,Sometimes,Research & Development,4,Life Sciences,3,2,1,4,Research Scientist,492,58,2516,15057,1,No,13,3,2,80,0,2,3,5,4,0,4,1
1693,47,F,Married,No,Sometimes,Research & Development,2,Life Sciences,2,3,2,3,Laboratory Technician,123,75,5397,2751,9,Yes,11,3,2,80,1,4,3,1,4,0,0,1
716,35,M,Married,No,No,Research & Development,3,Medical,4,2,2,4,Manufacturing Director,1237,30,6955,21709,4,No,17,3,3,80,2,3,3,8,7,0,3,7
1092,49,M,Single,No,Mostly,Research & Development,1,Life Sciences,3,3,3,4,Manager,661,92,14243,14680,3,No,20,4,4,80,0,5,4,5,5,1,0,26
449,50,F,Single,No,Mostly,Research & Development,1,Life Sciences,2,2,4,1,Research Director,313,83,19496,9644,0,No,20,4,3,80,0,4,3,20,1,0,8,8
363,32,F,Married,No,Mostly,Sales,2,Technical Degree,1,4,2,3,Sales Executive,1240,64,5352,12948,5,No,19,3,3,80,1,0,3,6,2,0,3,1
1155,27,F,Single,No,No,Research & Development,3,Life Sciences,2,3,1,3,Research Scientist,502,75,4225,18879,1,No,14,3,4,80,0,2,3,5,2,0,4,18
1732,56,M,Divorced,No,No,Sales,4,Marketing,3,3,4,4,Sales Executive,993,44,10132,6052,3,No,11,3,1,80,1,6,2,4,6,7,7,26
1246,30,F,Married,No,Sometimes,Sales,2,Medical,1,4,3,4,Sales Executive,1344,30,6709,14313,2,Yes,14,3,4,80,1,2,3,5,4,0,2,2
2037,35,M,Married,No,No,Research & Development,4,Medical,1,2,3,4,Manufacturing Director,1490,81,16223,10084,3,No,18,3,3,80,3,3,3,1,0,0,0,3
1256,28,M,Married,No,Sometimes,Sales,3,Medical,3,4,1,2,Sales Representative,480,86,2445,26475,1,Yes,25,4,1,80,0,2,3,1,0,0,0,2
1486,42,M,Married,No,Sometimes,Research & Development,3,Other,4,2,3,2,Healthcare Representative,1173,56,9727,7110,2,No,11,3,4,80,1,3,3,3,2,1,4,2
151,36,F,Divorced,No,No,Research & Development,2,Life Sciences,4,2,4,3,Research Director,1161,31,11977,8635,6,No,20,4,2,80,2,2,3,18,17,4,9,1
617,29,M,Married,Yes,Sometimes,Sales,2,Life Sciences,2,3,1,2,Sales Executive,1149,49,2970,12888,1,No,18,3,3,80,1,6,3,3,2,0,2,2
538,30,M,Divorced,No,Sometimes,Research & Development,2,Life Sciences,4,3,1,1,Laboratory Technician,910,44,2479,19369,1,No,23,4,4,80,1,2,3,8,4,0,0,1
1994,40,F,Single,No,Sometimes,Research & Development,2,Medical,3,3,4,2,Manager,839,89,19697,7330,2,No,12,3,4,80,0,3,3,1,0,0,0,2
1384,40,M,Divorced,No,Mostly,Human Resources,4,Life Sciences,2,3,5,2,Manager,536,89,17628,8045,1,Yes,22,4,4,80,1,2,3,20,7,10,4,2
1417,33,M,Divorced,No,Mostly,Sales,2,Life Sciences,4,3,2,3,Sales Executive,538,83,9220,24468,3,Yes,11,3,3,80,1,2,3,8,7,0,7,7
1253,38,M,Single,Yes,Sometimes,Research & Development,4,Technical Degree,4,3,1,4,Research Scientist,1345,78,2392,7266,5,Yes,16,3,4,80,0,6,1,1,0,0,0,13
314,29,F,Married,No,Sometimes,Research & Development,2,Life Sciences,1,3,3,4,Manufacturing Director,1088,78,9262,19782,4,Yes,21,4,3,80,1,2,2,9,8,0,7,4
1523,46,F,Divorced,No,Sometimes,Research & Development,4,Life Sciences,1,3,3,3,Healthcare Representative,161,93,7307,15084,2,Yes,15,3,2,80,2,2,1,25,12,10,2,26
2003,35,M,Married,No,Sometimes,Research & Development,3,Medical,4,2,1,4,Laboratory Technician,111,92,2948,9628,1,No,11,3,3,80,0,3,3,10,6,5,17,2
1271,29,F,Single,Yes,Sometimes,Research & Development,3,Life Sciences,3,3,1,1,Laboratory Technician,1384,85,2032,17103,1,No,13,3,3,80,0,0,3,0,0,0,0,6
884,42,M,Divorced,No,Mostly,Research & Development,4,Technical Degree,3,3,4,1,Research Director,989,38,19690,23374,1,Yes,12,3,4,80,2,3,3,31,1,0,0,21
1204,44,F,Single,No,No,Research & Development,2,Medical,3,3,2,4,Laboratory Technician,1378,45,5269,10941,1,No,14,3,3,80,0,3,4,19,9,4,7,9
1066,41,F,Single,No,Sometimes,Research & Development,4,Medical,4,3,2,3,Manufacturing Director,111,79,5463,16966,7,No,13,3,4,80,0,4,4,5,3,1,2,2
1972,44,M,Married,No,Mostly,Research & Development,2,Life Sciences,4,1,3,4,Healthcare Representative,1243,77,10973,13674,8,No,15,3,3,80,1,2,2,22,1,2,3,3
1495,48,M,Divorced,No,Sometimes,Sales,4,Marketing,3,3,2,3,Sales Executive,1338,61,4268,5599,0,Yes,12,3,1,80,2,3,3,10,9,1,8,7
2054,31,M,Single,Yes,Mostly,Sales,3,Other,4,2,1,4,Human Resources,1254,86,2370,6432,0,No,12,3,1,80,0,2,3,6,2,3,2,20
1263,28,M,Married,No,Sometimes,Research & Development,3,Medical,4,3,1,4,Laboratory Technician,493,92,2019,16799,1,No,19,3,1,80,1,6,3,5,0,0,3,1
701,28,M,Married,No,Sometimes,Sales,2,Technical Degree,2,3,2,3,Healthcare Representative,1281,30,4339,12262,1,No,12,3,1,80,3,6,2,8,6,1,7,24
1360,22,M,Single,Yes,Sometimes,Research & Development,3,Human Resources,2,4,1,2,Laboratory Technician,107,57,2300,15176,1,No,16,3,4,80,0,3,3,2,2,1,3,4
132,30,M,Divorced,No,Sometimes,Research & Development,2,Medical,3,4,2,1,Laboratory Technician,115,68,2432,12836,5,No,12,3,1,80,2,0,3,11,0,0,0,1
790,51,M,Single,No,No,Human Resources,4,Life Sciences,3,2,3,1,Manufacturing Director,244,66,10220,12495,3,No,21,4,2,80,0,2,4,5,3,0,4,4
941,34,M,Single,No,Sometimes,Sales,3,Life Sciences,4,3,2,1,Sales Representative,1370,97,5769,21444,1,No,11,3,2,80,0,6,3,19,7,0,8,27
1291,23,M,Divorced,Yes,Mostly,Sales,1,Medical,4,2,1,4,Human Resources,574,79,2898,15085,1,No,14,3,3,80,3,2,4,2,2,2,0,25
136,41,M,Single,No,Sometimes,Sales,4,Other,3,3,5,4,Sales Executive,1301,59,16581,17714,7,Yes,11,3,4,80,0,2,1,3,2,2,2,4
1051,29,M,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,1,3,Laboratory Technician,887,93,3211,8307,1,No,13,3,1,80,1,2,1,1,7,1,0,4
296,30,F,Married,Yes,Sometimes,Sales,4,Marketing,4,3,2,4,Sales Executive,378,30,6848,21520,8,No,14,3,1,80,1,2,3,6,2,1,6,28
1645,54,F,Married,No,Sometimes,Research & Development,3,Medical,2,3,1,3,Laboratory Technician,222,34,3325,16735,2,No,12,3,4,80,1,2,3,2,2,2,2,17
518,46,M,Divorced,No,Sometimes,Research & Development,5,Medical,2,3,1,2,Healthcare Representative,231,94,2527,22870,0,No,12,3,2,80,1,2,2,2,2,2,2,13
1066,48,M,Divorced,No,Mostly,Sales,3,Marketing,1,3,3,3,Sales Executive,427,51,10347,13233,4,No,21,4,3,80,1,2,2,11,7,0,7,29
702,35,M,Divorced,No,Mostly,Sales,2,Marketing,1,2,2,4,Sales Executive,423,64,5422,12149,4,No,14,3,1,80,2,2,3,2,2,2,2,1
1934,51,M,Single,No,Sometimes,Research & Development,3,Life Sciences,1,3,4,1,Research Director,468,98,19450,22562,1,No,14,3,4,80,0,2,2,14,15,15,16,10
1228,46,F,Single,No,No,Sales,3,Medical,3,3,4,4,Human Resources,693,62,19164,15832,7,No,18,3,2,80,0,3,2,13,8,3,12,8
1975,50,M,Married,No,Sometimes,Sales,2,Life Sciences,2,3,4,4,Manager,1492,75,16872,13466,3,No,16,3,3,80,1,5,2,21,0,0,0,19
995,53,M,Married,No,Sometimes,Research & Development,4,Life Sciences,2,2,3,4,Manufacturing Director,111,68,19626,6075,3,No,16,3,1,80,2,3,3,10,9,4,9,1
215,41,M,Single,No,Sometimes,Research & Development,3,Medical,1,4,2,1,Manufacturing Director,1229,37,5207,14418,0,No,11,3,4,80,0,2,3,8,7,0,7,8
215,26,F,Single,Yes,Sometimes,Sales,3,Other,3,3,1,3,Sales Representative,511,59,2991,24432,1,Yes,12,3,4,80,0,3,3,2,2,2,2,8
1773,46,M,Single,Yes,No,Sales,3,Life Sciences,2,3,2,4,Sales Executive,925,82,5634,25028,4,No,17,3,1,80,0,2,3,1,0,0,0,3
1261,50,M,Single,No,Mostly,Sales,3,Life Sciences,3,4,5,3,Manager,457,52,13356,3080,8,No,11,3,2,80,0,2,3,30,8,8,12,1
301,42,M,Single,No,Sometimes,Sales,1,Medical,2,2,2,2,Sales Executive,879,87,4877,8646,3,No,12,3,1,80,0,6,4,1,1,0,0,9
1239,33,F,Married,No,Sometimes,Research & Development,4,Life Sciences,3,4,2,4,Laboratory Technician,1210,57,5626,19698,6,Yes,22,4,4,80,1,0,3,4,4,1,3,2
1942,22,M,Single,No,Mostly,Research & Development,3,Life Sciences,3,3,1,3,Research Scientist,791,59,2223,23755,1,No,16,3,1,80,0,1,2,6,2,0,2,1
451,31,M,Divorced,No,Sometimes,Research & Development,3,Medical,4,3,1,4,Research Scientist,134,33,3008,21914,3,Yes,13,3,2,80,1,2,4,9,7,0,7,9
1494,45,M,Married,No,Sometimes,Sales,3,Medical,4,3,4,2,Sales Executive,1423,88,17846,15805,2,No,11,3,4,80,0,2,3,33,2,4,2,20
1025,59,M,Single,No,Mostly,Sales,2,Marketing,2,2,2,1,Sales Executive,415,32,4939,3582,7,No,11,3,3,80,0,2,3,0,0,7,8,1
35,55,M,Married,No,Mostly,Research & Development,3,Life Sciences,2,3,2,2,Manufacturing Director,563,67,6399,2137,1,No,24,4,2,80,0,3,3,20,8,10,8,1
1090,42,M,Single,Yes,Sometimes,Sales,2,Marketing,2,3,3,4,Sales Executive,443,56,15411,9455,6,No,13,3,2,80,0,2,3,15,1,0,7,21
1807,40,M,Married,No,Mostly,Research & Development,3,Life Sciences,4,3,2,2,Research Scientist,913,61,2651,3233,4,No,21,4,3,80,1,3,3,5,3,2,1,9
546,19,M,Single,No,Sometimes,Research & Development,3,Life Sciences,3,3,1,4,Laboratory Technician,770,50,2666,16877,1,No,12,3,2,80,0,2,3,8,4,0,7,6
955,30,F,Single,No,Sometimes,Research & Development,4,Life Sciences,1,3,1,3,Research Scientist,1260,44,2108,26735,1,No,13,3,1,80,0,2,3,5,4,0,2,21
176,37,F,Single,No,Sometimes,Research & Development,3,Medical,1,2,3,4,Healthcare Representative,1072,74,13395,24259,8,Yes,13,3,1,80,0,6,3,2,2,2,2,1
1595,41,F,Single,No,No,Research & Development,4,Life Sciences,4,1,2,1,Laboratory Technician,444,76,4909,10949,4,No,22,4,2,80,0,2,2,2,0,1,2,1
283,35,M,Married,No,Sometimes,Sales,4,Other,2,3,2,3,Sales Executive,540,86,7532,10176,1,No,12,3,1,80,2,4,3,8,2,0,3,4
1816,56,M,Married,Yes,Mostly,Research & Development,4,Technical Degree,4,3,2,3,Manufacturing Director,854,32,6694,22239,2,No,18,3,3,80,0,4,3,9,7,0,2,29
1768,26,F,Single,Yes,No,Sales,3,Life Sciences,3,3,3,1,Sales Executive,275,71,5341,20394,1,No,15,3,3,80,0,6,3,1,0,0,0,20
957,47,M,Single,Yes,Sometimes,Research & Development,3,Life Sciences,2,3,1,1,Research Scientist,519,31,2951,11303,3,No,12,3,1,80,0,4,3,0,0,0,0,2
419,37,F,Married,No,No,Research & Development,4,Medical,2,2,2,1,Manufacturing Director,1443,73,1129,10617,7,No,14,3,3,80,0,2,4,14,9,3,7,8
671,50,M,Divorced,No,Mostly,Sales,2,Medical,4,3,5,4,Manager,243,53,19196,24988,3,No,12,3,3,80,1,2,3,5,0,1,0,2
959,28,M,Divorced,Yes,Mostly,Sales,2,Other,3,3,2,4,Sales Executive,654,61,5517,12447,9,Yes,19,3,2,80,1,2,3,2,2,2,2,23
759,41,M,Married,No,Sometimes,Research & Development,3,Life Sciences,1,2,3,4,Sales Executive,1479,63,13664,5687,3,No,15,3,3,80,1,2,2,20,16,13,8,8
2056,31,F,Married,No,Sometimes,Research & Development,3,Life Sciences,1,4,1,3,Research Scientist,1362,68,2064,24937,1,No,14,3,4,80,1,4,1,7,5,1,7,18
1563,38,F,Married,No,Sometimes,Research & Development,4,Technical Degree,4,3,4,4,Research Director,687,86,10643,24027,3,No,11,3,4,80,1,5,3,13,2,0,1,2
298,36,F,Married,No,Sometimes,Research & Development,1,Life Sciences,2,2,4,1,Research Director,1057,43,19335,17610,2,No,11,3,4,80,1,2,3,7,4,7,7,8
1666,42,M,Married,No,Sometimes,Research & Development,4,Other,1,3,5,3,Manager,1319,79,15233,23424,2,No,11,3,2,80,0,2,3,4,4,1,1,2
1873,40,M,Single,No,Sometimes,Research & Development,2,Life Sciences,3,3,2,1,Laboratory Technician,676,39,5760,2653,4,No,11,3,3,80,0,4,2,6,2,1,7,2
1622,48,M,Single,No,Sometimes,Human Resources,3,Medical,1,3,3,1,Research Director,667,67,13737,5255,9,Yes,14,3,2,80,0,5,3,5,2,0,3,29
1751,31,F,Single,No,Sometimes,Research & Development,3,Medical,3,3,1,2,Laboratory Technician,630,37,3177,22916,0,No,14,3,4,80,0,2,3,10,7,1,7,10
1983,44,F,Single,No,Sometimes,Research & Development,4,Life Sciences,1,4,2,2,Laboratory Technician,409,71,5908,9677,0,No,15,3,3,80,0,6,4,0,8,5,3,19
308,39,F,Single,Yes,Sometimes,Human Resources,2,Life Sciences,2,3,1,1,Laboratory Technician,915,76,2263,21350,4,No,12,3,1,80,0,2,2,1,0,0,0,3
1721,42,M,Divorced,No,Sometimes,Research & Development,3,Other,2,3,2,3,Manufacturing Director,939,35,5357,20184,4,No,15,3,2,80,2,2,4,4,2,0,3,1
1756,23,M,Divorced,No,Sometimes,Research & Development,2,Medical,1,2,1,4,Research Scientist,1406,92,2606,10895,1,No,14,3,1,80,3,2,4,6,4,0,2,1
123,46,M,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,1,3,Laboratory Technician,1448,53,3285,2125,0,No,20,4,3,80,1,2,3,8,1,0,2,5
