employee_id,department,sub-department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,gender,sexual_orientation,race,age,education,location,location_city,marital_status,employment_status,salary,hire_date,term_date,tenure,term_type,term_reason,active_status
329233982,Legal,Intellectual Property,9634501560,3241743821,9825402532,,Individual Contributor,Male,Heterosexual,Asian,23,Bachelor's degree,Remote,Phoenix,Single,Full Time,85161,2016-08-11,2017-07-06,11,Voluntary,More flexible benefits,0
9836213135,Marketing,Marketing Research,2576993187,9726191962,4230864073,,Individual Contributor,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,Houston,Single,Full Time,72187,2018-06-24,,55,,,1
963117615,Sales,Business Development,1304284138,9187629356,8913009291,,Individual Contributor,Female,Heterosexual,African American,36,Master's degree,On-site,San Francisco,Single,Full Time,53806,2018-11-09,,51,,,1
3030987993,Software,Software Development,1623022597,9734132771,,,Team Lead,Female,Heterosexual,Caucasian,35,Bachelor's degree,Remote,Columbus,Single,Full Time,88410,2020-03-30,2021-04-06,12,Involuntary,Performance,0
5516411117,Marketing,Marketing Research,559915357,5437575890,,,Team Lead,Female,Heterosexual,Asian,22,Bachelor's degree,On-site,San Francisco,Single,Full Time,79552,2019-01-16,,48,,,1
4583463398,Marketing,Public Relations,7865133164,,,,Manager,Male,Heterosexual,Caucasian,24,Bachelor's degree,Remote,Chicago,Single,Full Time,86444,2019-12-16,,37,,,1
4816858061,Operations,Supply Chain,3049695349,5820347171,8202224131,,Individual Contributor,Male,Heterosexual,Caucasian,41,Master's degree,Remote,San Antonio,Married,Full Time,62916,2019-05-05,,45,,,1
1534028231,Operations,Logistics,3569805223,3500112514,5755162194,,Individual Contributor,Female,Heterosexual,African American,39,Bachelor's degree,Remote,Fort Worth,Single,Full Time,55826,2015-06-28,,92,,,1
292782787,Legal,Litigation,9644652134,9108521629,9185279819,,Individual Contributor,Male,Heterosexual,African American,29,Bachelor's degree,On-site,Dallas,Single,Full Time,70873,2018-05-07,,57,,,1
9236619421,Customer Service,Account Management,8635787470,3452044077,3813739590,,Individual Contributor,Male,Heterosexual,African American,41,Bachelor's degree,Remote,San Francisco,Single,Full Time,57826,2019-09-22,,40,,,1
7598946057,Legal,Corporate Law,9644652134,826386558,9825402532,,Individual Contributor,Male,Heterosexual,Caucasian,33,Master's degree,Remote,Jacksonville,Single,Full Time,107812,2019-12-10,,37,,,1
6140366550,Customer Service,Customer Support,2161102468,2680597540,6680584136,,Individual Contributor,Male,Heterosexual,Caucasian,40,Bachelor's degree,Remote,Houston,Single,Full Time,55382,2019-09-22,,40,,,1
3305572074,Finance,Financial Planning,720615482,767596342,3578501127,,Individual Contributor,Female,Heterosexual,Asian,28,Associate's degree,On-site,Dallas,Single,Full Time,81774,2019-03-27,,46,,,1
3783794614,Administration,Executive Assistants,8250081607,93666919,5934410378,,Individual Contributor,Female,Heterosexual,Caucasian,34,Bachelor's degree,Remote,San Francisco,Single,Full Time,69573,2012-02-06,,133,,,1
4591355144,Sales,Account Management,6559639772,4555902484,4357170705,,Individual Contributor,Female,Heterosexual,Native American,39,Bachelor's degree,Remote,Dallas,Single,Full Time,59505,2012-06-17,2013-06-28,13,Voluntary,Found a better opportunity,0
3914428882,Customer Service,Account Management,6814530387,3085239374,8780882161,,Individual Contributor,Male,Heterosexual,Caucasian,33,Master's degree,Remote,Chicago,Single,Full Time,75815,2013-10-22,,112,,,1
4455360197,Software,Technical Support,1931321098,8365031881,3278616831,,Individual Contributor,Female,Heterosexual,Caucasian,32,Bachelor's degree,On-site,San Francisco,Single,Full Time,79659,2021-01-08,,24,,,1
394380430,Software,QA,3393860506,,,,Manager,Female,Heterosexual,African American,29,Bachelor's degree,Remote,Houston,Single,Full Time,76359,2021-12-05,,13,,,1
3229784704,Legal,Litigation,,,,,Director,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,Phoenix,Single,Full Time,134708,2019-06-20,,43,,,1
1102773138,Software,Software Development,6209174398,1623022597,3393860506,,Individual Contributor,Female,Heterosexual,Caucasian,32,Bachelor's degree,On-site,Los Angeles,Single,Full Time,96954,2021-05-28,2021-08-06,2,Voluntary,More flexible benefits,0
9078192130,Finance,Financial Planning,8205401413,767596342,7250449451,,Individual Contributor,Male,Heterosexual,African American,31,Bachelor's degree,Remote,Columbus,Single,Full Time,55601,2015-03-31,,95,,,1
7673119463,HR,Training,8399960796,5472839464,6814563713,,Individual Contributor,Male,Heterosexual,Native American,35,Bachelor's degree,Remote,New York,Single,Full Time,65339,2019-06-13,,43,,,1
9893838059,HR,Recruiting,8474069844,5079765737,3438125557,,Individual Contributor,Female,Heterosexual,Native American,31,Bachelor's degree,Remote,Dallas,Single,Full Time,73922,2019-01-07,,49,,,1
7928542753,Procurement,Supply Chain,401645351,,,,Manager,Female,Heterosexual,Caucasian,24,Bachelor's degree,Remote,Chicago,Single,Full Time,89632,2015-07-29,,91,,,1
9226150836,Operations,Project Management,9266474571,3308581178,4189721097,,Individual Contributor,Female,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Charlotte,Single,Full Time,83274,2019-06-08,,44,,,1
6720234583,Procurement,Procurement,5427032276,,,,Manager,Male,Lesbian,Caucasian,38,Bachelor's degree,Remote,Boston,Single,Full Time,82715,2012-04-26,,130,,,1
4049837741,Sales,Account Management,701234526,6320248118,5895467214,,Individual Contributor,Male,Heterosexual,Caucasian,23,Bachelor's degree,On-site,Los Angeles,Single,Full Time,89437,2015-04-03,,94,,,1
9756590607,Software,QA,2061780731,3626189330,2491421916,,Individual Contributor,Male,Heterosexual,Caucasian,28,Master's degree,Remote,Phoenix,Single,Full Time,76025,2018-05-03,,57,,,1
8572726856,Operations,Supply Chain,764271795,4189721097,,,Team Lead,Male,Heterosexual,Caucasian,40,Bachelor's degree,Remote,Charlotte,Married,Full Time,92055,2013-09-27,2015-09-28,24,Voluntary,Better salary,0
954781844,Legal,Corporate Law,2023991203,4742484891,9185279819,,Individual Contributor,Female,Heterosexual,Caucasian,24,Bachelor's degree,Remote,San Diego,Single,Contract,105135,2018-06-18,,55,,,1
5916882638,Procurement,Procurement,753727511,6720234583,2575449602,,Individual Contributor,Female,Heterosexual,Asian,25,Bachelor's degree,Remote,Washington DC,Single,Full Time,70215,2013-05-10,,118,,,1
6724261149,Software,Technical Support,9959616623,200080042,1462015104,,Individual Contributor,Female,Heterosexual,Asian,40,Bachelor's degree,Remote,Denver,Married,Full Time,107816,2013-02-02,,121,,,1
4046893523,Software,Technical Support,8941972017,3888214787,5203583382,,Individual Contributor,Male,Heterosexual,African American,20,Bachelor's degree,Remote,Phoenix,Married,Full Time,68102,2021-11-02,,14,,,1
5171483289,HR,Training,9201784337,6750240515,7995036334,,Individual Contributor,Female,Heterosexual,Caucasian,23,Bachelor's degree,Remote,Columbus,Single,Full Time,74708,2012-05-13,,130,,,1
9511967292,Operations,Logistics,441147170,8871554550,6480676187,,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Denver,Married,Full Time,69443,2018-12-09,,50,,,1
3628129949,Legal,Litigation,9634501560,8386961575,9185279819,,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Denver,Single,Full Time,82296,2016-01-29,,84,,,1
8618524590,Sales,Sales Operations,8960616790,3021517945,9830301175,,Individual Contributor,Female,Heterosexual,Caucasian,20,Master's degree,Remote,Boston,Single,Full Time,79200,2019-12-05,,38,,,1
2349798996,Product Development,Product Marketing,8240505933,1517121064,5232812171,,Individual Contributor,Male,Heterosexual,Asian,34,Bachelor's degree,On-site,Los Angeles,Single,Full Time,100315,2017-07-07,,67,,,1
506496991,Operations,Project Management,2715140968,7697149104,,,Team Lead,Male,Heterosexual,Caucasian,25,Bachelor's degree,Remote,San Diego,Single,Full Time,99571,2013-06-04,,117,,,1
6799777337,Procurement,Vendor Management,2517158158,3065321259,2575449602,,Individual Contributor,Male,Heterosexual,Caucasian,50,Bachelor's degree,On-site,Los Angeles,Married,Full Time,79300,2021-05-15,,20,,,1
5495743386,Administration,Executive Assistants,5827568231,7074416104,8857691489,,Individual Contributor,Male,Heterosexual,Hispanic,35,Bachelor's degree,Remote,San Diego,Single,Full Time,61776,2017-12-30,,61,,,1
6148765431,Legal,Intellectual Property,9197382672,4409088307,3229784704,,Individual Contributor,Male,Heterosexual,Caucasian,59,None,Remote,Chicago,Married,Full Time,97830,2016-04-28,2018-05-19,25,Voluntary,More flexible benefits,0
9406254566,Product Development,Project Management,3148584014,5474644266,5232812171,,Individual Contributor,Male,Heterosexual,Caucasian,34,Master's degree,Remote,Seattle,Single,Full Time,92595,2019-12-16,,37,,,1
9864875731,Software,QA,5539617772,,,,Manager,Female,Heterosexual,Caucasian,27,Bachelor's degree,Remote,New York,Single,Full Time,92889,2021-06-15,,19,,,1
1141023825,HR,Benefits,6306660260,2470074702,3438125557,,Individual Contributor,Female,Heterosexual,Caucasian,61,Bachelor's degree,On-site,San Francisco,Married,Full Time,66295,2021-03-28,,22,,,1
7961155323,Sales,Sales Operations,701234526,3143144349,1627659010,,Individual Contributor,Male,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Houston,Married,Full Time,91179,2019-12-09,2020-10-16,10,Voluntary,Personal reasons,0
3986723595,Software,QA,2164356612,3236303647,2865338159,,Individual Contributor,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Phoenix,Single,Full Time,101402,2018-04-21,,57,,,1
496799575,Marketing,Public Relations,2479689620,2563102154,5437575890,,Individual Contributor,Female,Heterosexual,Asian,25,Bachelor's degree,Remote,San Francisco,Married,Full Time,70897,2014-10-12,,100,,,1
5457596038,Finance,Accounting,1195757812,4621488307,9477069684,,Individual Contributor,Female,Heterosexual,Caucasian,57,Bachelor's degree,Remote,Boston,Married,Full Time,68492,2017-07-01,,67,,,1
9704030897,Administration,Travel,4286515556,93666919,2400560585,,Individual Contributor,Male,Heterosexual,Caucasian,52,Master's degree,Remote,Philadelphia,Married,Full Time,59107,2012-06-04,,129,,,1
8094874512,Sales,Business Development,5555266381,845949266,2262528572,,Individual Contributor,Male,Heterosexual,Caucasian,32,None,Remote,Washington DC,Single,Full Time,88161,2017-06-05,,68,,,1
5040067646,Software,Software Development,9787283992,7822223667,,,Team Lead,Male,Heterosexual,Caucasian,27,Bachelor's degree,On-site,Los Angeles,Single,Full Time,99522,2020-10-27,,27,,,1
313511687,Finance,Financial Planning,8358028858,2790746695,9912059236,,Individual Contributor,Male,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Seattle,Single,Full Time,89149,2017-06-18,,68,,,1
9919481033,Sales,Sales Operations,9558319515,7318996371,392314791,,Individual Contributor,Male,Heterosexual,Other,29,Bachelor's degree,On-site,San Francisco,Single,Full Time,63382,2017-07-23,2018-05-08,10,Voluntary,Found a better opportunity,0
5767764161,Legal,Litigation,4119950956,5706541994,9185279819,,Individual Contributor,Male,Heterosexual,Caucasian,46,Bachelor's degree,Remote,Charlotte,Married,Full Time,98793,2015-12-20,,86,,,1
4717689607,Operations,Supply Chain,5060014131,5820347171,2891488321,,Individual Contributor,Female,Heterosexual,Caucasian,41,Bachelor's degree,On-site,San Francisco,Single,Full Time,76663,2014-04-18,,106,,,1
2987250373,Customer Service,Customer Support,4963782369,4367039525,3813739590,,Individual Contributor,Male,Heterosexual,Caucasian,23,Bachelor's degree,Remote,San Francisco,Married,Full Time,78684,2012-11-15,,123,,,1
2095320853,Software,Technical Support,8206111645,7726329727,3393860506,,Individual Contributor,Male,Heterosexual,Caucasian,47,Bachelor's degree,On-site,San Francisco,Married,Full Time,100349,2013-07-09,,116,,,1
1274580276,Procurement,Vendor Management,3796653732,7928542753,5427032276,,Individual Contributor,Male,Heterosexual,Asian,50,Bachelor's degree,On-site,San Francisco,Married,Full Time,60841,2016-03-06,,83,,,1
8532017802,Customer Service,Customer Support,6130543917,3085239374,8780882161,,Individual Contributor,Female,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Denver,Single,Full Time,72397,2018-04-21,,57,,,1
296539376,Customer Service,Account Management,8599416728,9296968762,8780882161,,Individual Contributor,Male,Heterosexual,Caucasian,38,Associate's degree,On-site,San Francisco,Single,Full Time,61148,2015-11-19,,87,,,1
2045824206,Software,QA,1747101919,776694516,5044714263,,Individual Contributor,Female,Heterosexual,Caucasian,25,Bachelor's degree,Remote,San Jose,Married,Full Time,91578,2016-08-22,,78,,,1
9391223167,Sales,Sales Operations,441922361,3021517945,3868375509,,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,On-site,Dallas,Single,Full Time,81874,2020-11-22,2021-01-08,2,Voluntary,Better salary,0
7192705931,Marketing,Marketing Research,5618664332,3903624224,,,Team Lead,Male,Heterosexual,Caucasian,32,Master's degree,Remote,Dallas,Single,Full Time,82895,2014-03-23,,107,,,1
2638773375,Sales,Business Development,2228095861,3133341668,2342423041,,Individual Contributor,Male,Heterosexual,African American,27,Bachelor's degree,Remote,New York,Single,Full Time,72233,2018-11-26,,50,,,1
7487135812,Marketing,Public Relations,1324806143,8978327887,3903624224,,Individual Contributor,Male,Heterosexual,African American,30,Bachelor's degree,Remote,Dallas,Single,Full Time,73962,2017-10-31,,63,,,1
2991416818,Finance,Accounting,7114704577,767596342,9912059236,,Individual Contributor,Female,Heterosexual,Asian,28,Bachelor's degree,Remote,Boston,Single,Full Time,86421,2014-05-07,,106,,,1
6009912225,Finance,Financial Planning,8301686278,110290553,9912059236,,Individual Contributor,Male,Heterosexual,Other,32,Master's degree,Remote,San Jose,Single,Full Time,72356,2012-03-23,2013-03-12,12,Voluntary,Personal reasons,0
9658298645,Software,Software Development,9240007955,7822223667,,,Team Lead,Male,Heterosexual,Caucasian,41,Bachelor's degree,On-site,San Francisco,Single,Full Time,113118,2016-09-14,,77,,,1
5851990482,Marketing,Public Relations,8829142252,9339673820,,,Team Lead,Female,Heterosexual,Caucasian,37,Bachelor's degree,On-site,San Francisco,Single,Full Time,105403,2020-08-25,2020-12-16,4,Voluntary,Better salary,0
2073196534,Legal,Litigation,5635046653,4742484891,3229784704,,Individual Contributor,Female,Heterosexual,Caucasian,24,Master's degree,Remote,Houston,Single,Full Time,106404,2019-05-23,2021-01-07,20,Voluntary,Better salary,0
4253439159,Sales,Sales Operations,3925418195,9072730468,,,Team Lead,Male,Heterosexual,Caucasian,25,Bachelor's degree,Remote,Austin,Married,Full Time,70037,2014-06-14,,104,,,1
8190761562,Sales,Account Management,3812892508,3270697183,9761636372,,Individual Contributor,Male,Heterosexual,Caucasian,24,Master's degree,Remote,Dallas,Single,Full Time,82092,2017-08-20,2019-05-29,22,Voluntary,More flexible benefits,0
3594799066,HR,Recruiting,473861501,3827401041,2509046989,,Individual Contributor,Female,Heterosexual,Caucasian,41,Master's degree,Remote,Washington DC,Single,Full Time,76331,2016-04-22,2017-03-30,11,Voluntary,Found a better opportunity,0
2840256578,Software,Technical Support,,,,,Director,Male,Heterosexual,Caucasian,34,Bachelor's degree,Remote,Washington DC,Single,Full Time,115117,2012-11-24,2018-10-22,72,Voluntary,Better salary,0
4584922971,Procurement,Procurement,4556536334,6128569915,401645351,,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Dallas,Single,Full Time,67642,2012-11-15,,123,,,1
5485553359,R&D,Prototyping,9048682540,162178610,7489616387,,Individual Contributor,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,Jacksonville,Married,Full Time,73374,2019-06-14,,43,,,1
3348242549,Operations,Supply Chain,4389568583,6480676187,,,Team Lead,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,San Francisco,Married,Full Time,88219,2018-07-06,,55,,,1
4424504349,Marketing,Marketing Research,9066182128,6684670706,7865133164,,Individual Contributor,Female,Heterosexual,Caucasian,35,Bachelor's degree,Remote,Charlotte,Single,Full Time,71510,2019-09-24,,40,,,1
8385523624,HR,Recruiting,6196380622,3449179712,2509046989,,Individual Contributor,Female,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Austin,Single,Full Time,71284,2017-04-30,,69,,,1
6455980839,Customer Service,Account Management,1465400268,4367039525,8519877319,,Individual Contributor,Female,Heterosexual,Caucasian,33,Bachelor's degree,Remote,San Diego,Single,Full Time,58429,2012-10-02,2014-11-02,25,Involuntary,Budget cuts,0
6982143789,Product Development,Product Management,631622941,8000299680,1972314523,,Individual Contributor,Male,Heterosexual,Asian,23,Bachelor's degree,Remote,Dallas,Married,Full Time,102345,2017-08-01,,66,,,1
9854021438,Operations,Project Management,9350354368,1164415789,7697149104,,Individual Contributor,Female,Heterosexual,Caucasian,27,Bachelor's degree,Remote,San Jose,Single,Full Time,91501,2018-03-31,,58,,,1
1505893430,Software,Software Development,8206111645,1115260710,2865338159,,Individual Contributor,Female,Heterosexual,Asian,35,Master's degree,Remote,Austin,Single,Full Time,105170,2013-07-14,,115,,,1
4229144318,Operations,Project Management,9266474571,3659150070,663543865,,Individual Contributor,Female,Heterosexual,Caucasian,55,Bachelor's degree,Remote,Phoenix,Married,Full Time,63525,2017-07-01,,67,,,1
4340756546,HR,Training,382326024,3829573950,6814563713,,Individual Contributor,Male,Heterosexual,Native American,44,Bachelor's degree,Remote,Houston,Single,Full Time,75576,2015-11-23,,87,,,1
159624570,Software,Software Development,2740827756,5539617772,,,Team Lead,Female,Heterosexual,Caucasian,23,Bachelor's degree,On-site,Los Angeles,Single,Full Time,87883,2021-05-09,,20,,,1
3856386288,Customer Service,Technical Support,1177417901,2680597540,6680584136,,Individual Contributor,Male,Heterosexual,Caucasian,27,Master's degree,Remote,Fort Worth,Single,Full Time,57314,2012-09-06,2013-09-03,12,Voluntary,Better salary,0
3055823014,Software,Software Development,7752791814,895741303,9734132771,,Individual Contributor,Female,Heterosexual,Caucasian,32,Associate's degree,Remote,Houston,Single,Full Time,79528,2019-05-19,,44,,,1
5143858115,Software,Technical Support,1221079198,3889758879,2865338159,,Individual Contributor,Female,Heterosexual,Caucasian,36,Bachelor's degree,On-site,Los Angeles,Single,Full Time,82926,2016-02-27,,83,,,1
1297093396,Product Development,Project Management,5299021321,8028515881,1277352617,,Individual Contributor,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,San Antonio,Single,Full Time,72039,2013-05-15,,117,,,1
2887914462,R&D,Product Design,6466703407,162178610,5849401328,,Individual Contributor,Male,Heterosexual,Caucasian,25,Bachelor's degree,Remote,Charlotte,Married,Full Time,75460,2017-07-10,,67,,,1
7461121461,Software,Technical Support,8365031881,2724221678,,,Team Lead,Male,Heterosexual,Caucasian,38,Bachelor's degree,Remote,New York,Single,Full Time,90316,2017-01-20,,73,,,1
2966862289,HR,Training,8578520737,8648366966,7995036334,,Individual Contributor,Female,Heterosexual,Asian,23,Bachelor's degree,Remote,Indianapolis,Single,Full Time,81255,2014-12-30,,98,,,1
8290714320,Sales,Business Development,441922361,3021517945,6852381413,,Individual Contributor,Female,Heterosexual,Asian,44,Bachelor's degree,Remote,Houston,Single,Full Time,62504,2018-03-09,,59,,,1
7506549475,Sales,Sales Operations,2118406378,9072730468,,,Team Lead,Female,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Washington DC,Single,Full Time,76012,2019-09-21,2021-09-20,24,Voluntary,Found a better opportunity,0
2061780731,Software,QA,7726329727,1696261601,,,Team Lead,Female,Heterosexual,Caucasian,27,None,Remote,Denver,Married,Full Time,89062,2020-07-22,,30,,,1
7668203890,Marketing,Marketing Research,5716754419,2602529869,594359533,,Individual Contributor,Female,Heterosexual,Caucasian,31,None,Remote,Philadelphia,Single,Full Time,87741,2013-01-10,2013-11-16,10,Voluntary,Found a better opportunity,0
6814563713,HR,Benefits,,,,,Director,Male,Heterosexual,Asian,30,Bachelor's degree,Remote,Phoenix,Married,Full Time,93411,2012-08-27,,126,,,1
6211520882,Operations,Project Management,7784284575,9480723069,663543865,,Individual Contributor,Male,Heterosexual,Asian,43,Bachelor's degree,Remote,Washington DC,Single,Full Time,84171,2016-05-30,,80,,,1
9378265610,Software,QA,8815521314,3215405488,14845113,,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Austin,Single,Full Time,77202,2019-08-29,2020-08-21,12,Voluntary,More flexible benefits,0
6256274154,Customer Service,Account Management,8599416728,8743432298,1051923928,,Individual Contributor,Male,Heterosexual,Caucasian,23,Master's degree,Remote,Indianapolis,Single,Full Time,55470,2014-07-11,2016-07-25,25,Involuntary,Budget cuts,0
2748606567,Software,Software Development,8136168801,5870218443,9734132771,,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,San Diego,Single,Full Time,91599,2021-08-14,,17,,,1
441922361,Sales,Account Management,9866356652,4357170705,,,Team Lead,Female,Heterosexual,Native American,25,Bachelor's degree,Remote,Denver,Single,Full Time,68808,2018-11-10,,51,,,1
7697000128,Sales,Business Development,9750132685,2262528572,,,Team Lead,Female,Heterosexual,Caucasian,54,Bachelor's degree,Remote,Washington DC,Married,Full Time,74407,2017-07-30,,66,,,1
5932471128,Software,Technical Support,9658298645,9240007955,14845113,,Individual Contributor,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Indianapolis,Single,Full Time,96594,2013-05-12,,118,,,1
6691752494,Software,QA,569833731,9973388375,3278616831,,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,San Francisco,Single,Full Time,88046,2021-11-01,,14,,,1
1757068123,Customer Service,Technical Support,606250271,3287697715,,,Team Lead,Female,Heterosexual,Caucasian,24,Master's degree,Remote,Houston,Single,Full Time,85265,2016-04-18,,82,,,1
8463002487,HR,Training,6306660260,6712864206,6814563713,,Individual Contributor,Female,Heterosexual,Caucasian,43,Bachelor's degree,Remote,Denver,Single,Full Time,85516,2019-11-06,,39,,,1
649089785,Sales,Account Management,4822438725,3631165461,9251726849,,Individual Contributor,Female,Heterosexual,Asian,24,Bachelor's degree,Remote,New York,Single,Full Time,85340,2014-11-07,2015-11-11,12,Involuntary,Company restructuring,0
1085131046,Legal,Corporate Law,3158133386,2000857542,9825402532,,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,San Antonio,Single,Full Time,88847,2012-12-02,,123,,,1
78548897,Sales,Business Development,8668540241,6833874778,9761636372,,Individual Contributor,Female,Heterosexual,Caucasian,33,Master's degree,Remote,Washington DC,Single,Full Time,85822,2018-01-03,,61,,,1
1426762701,Marketing,Marketing Research,6919233373,5437575890,,,Team Lead,Male,Heterosexual,Other,27,Master's degree,Remote,San Francisco,Single,Full Time,77032,2019-09-11,,40,,,1
9652000537,Legal,Corporate Law,5188090596,5706541994,3229784704,,Individual Contributor,Male,Heterosexual,Caucasian,28,Bachelor's degree,On-site,Los Angeles,Single,Full Time,112494,2015-05-08,,93,,,1
9599813927,Operations,Logistics,7784284575,2196358610,559970810,,Individual Contributor,Male,Heterosexual,Caucasian,26,Bachelor's degree,Remote,San Antonio,Single,Full Time,88474,2013-11-10,,111,,,1
7324010605,Sales,Business Development,5935723052,6320248118,6897889572,,Individual Contributor,Male,Heterosexual,Caucasian,22,Bachelor's degree,Remote,Philadelphia,Single,Full Time,73954,2015-02-19,,96,,,1
7752791814,Software,Technical Support,4292100017,1462015104,,,Team Lead,Male,Heterosexual,Caucasian,20,Bachelor's degree,Remote,San Diego,Single,Full Time,85346,2013-11-23,,111,,,1
7163012648,Marketing,Public Relations,7748671897,5276190212,,,Team Lead,Female,Bisexual,Caucasian,27,Bachelor's degree,Remote,Philadelphia,Single,Full Time,96603,2015-03-16,,95,,,1
6544645778,Software,QA,3331388163,200080042,1696261601,,Individual Contributor,Male,Heterosexual,Caucasian,48,Bachelor's degree,Remote,San Francisco,Married,Full Time,78879,2021-05-10,,20,,,1
4996932445,Software,Software Development,1018503552,5696769462,5044714263,,Individual Contributor,Male,Heterosexual,Caucasian,24,Bachelor's degree,Remote,San Francisco,Single,Full Time,97686,2015-12-02,,86,,,1
3054598632,Software,Technical Support,3491542024,4641451026,5539617772,,Individual Contributor,Male,Heterosexual,Hispanic,34,Bachelor's degree,Remote,San Jose,Single,Full Time,86199,2019-02-26,,47,,,1
4109882596,Marketing,Advertising,3349757966,3541248165,3903624224,,Individual Contributor,Male,Heterosexual,Other,32,Master's degree,On-site,San Francisco,Single,Full Time,84879,2021-05-10,,20,,,1
6265690388,Operations,Project Management,9266474571,7217666761,559970810,,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Houston,Single,Full Time,91532,2015-10-26,,88,,,1
9190204665,Procurement,Vendor Management,5951884563,8455582434,2575449602,,Individual Contributor,Male,Heterosexual,Caucasian,40,Bachelor's degree,Remote,New York,Married,Full Time,62893,2014-08-13,,102,,,1
4031014331,Sales,Account Management,3133341668,1627659010,,,Team Lead,Male,Heterosexual,Asian,57,Bachelor's degree,Remote,Austin,Married,Full Time,80719,2015-02-08,,96,,,1
477105261,Finance,Financial Planning,1279864066,6849414491,9912059236,,Individual Contributor,Male,Heterosexual,Hispanic,23,Master's degree,Remote,Jacksonville,Single,Full Time,73757,2015-04-28,,94,,,1
3452593626,Sales,Account Management,3065913101,6897889572,,,Team Lead,Female,Heterosexual,Caucasian,30,Master's degree,Remote,Fort Worth,Married,Full Time,74078,2014-03-25,,107,,,1
9058370456,Sales,Account Management,6559639772,6306159100,8913009291,,Individual Contributor,Male,Heterosexual,Caucasian,25,Bachelor's degree,Remote,Columbus,Single,Full Time,83539,2017-11-01,,63,,,1
1134923932,Software,Technical Support,1984085831,442781479,5203583382,,Individual Contributor,Male,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Seattle,Single,Full Time,87987,2019-12-07,2021-11-10,23,Voluntary,Relocation,0
3019004110,Sales,Sales Operations,6349508652,9161027626,8859939348,,Individual Contributor,Male,Heterosexual,Caucasian,38,Bachelor's degree,Remote,San Francisco,Single,Full Time,71861,2018-02-26,,59,,,1
5888511608,Software,Technical Support,2865338159,,,,Manager,Male,Heterosexual,Caucasian,20,Bachelor's degree,Remote,Austin,Married,Full Time,107463,2020-03-22,,34,,,1
9105735037,Operations,Supply Chain,441147170,7322724199,9279620507,,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Charlotte,Single,Full Time,65372,2021-04-13,,21,,,1
1526687472,Marketing,Marketing Research,2916684633,7752476755,2991764088,,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,Remote,Jacksonville,Single,Full Time,79084,2012-08-05,,127,,,1
2491287929,Sales,Sales Operations,1452795930,587062289,3433312920,,Individual Contributor,Male,Heterosexual,Hispanic,60,Bachelor's degree,On-site,San Francisco,Married,Full Time,80938,2017-06-24,,67,,,1
9763856758,HR,Benefits,2338897506,6568092008,2509046989,,Individual Contributor,Female,Heterosexual,Caucasian,34,Bachelor's degree,On-site,Los Angeles,Single,Full Time,63916,2013-07-20,,115,,,1
1169421899,Marketing,Public Relations,7664988217,5618664332,1912934899,,Individual Contributor,Female,Heterosexual,Caucasian,40,Bachelor's degree,Remote,San Francisco,Married,Full Time,71841,2021-08-06,,17,,,1
3112396145,Finance,Accounting,720615482,1138527511,9477069684,,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,Remote,Boston,Single,Full Time,96123,2013-02-07,,121,,,1
9251726849,Sales,Account Management,,,,,Director,Male,Heterosexual,Caucasian,24,Bachelor's degree,On-site,Los Angeles,Married,Full Time,112923,2019-08-11,,41,,,1
2982150690,Product Development,Project Management,2425229769,,,,Manager,Female,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Houston,Single,Full Time,105747,2012-01-09,,134,,,1
4840433300,Operations,Logistics,9563375923,2196358610,559970810,,Individual Contributor,Female,Heterosexual,Caucasian,52,Bachelor's degree,Remote,San Jose,Married,Full Time,74135,2020-10-31,2020-12-16,2,Voluntary,Better salary,0
